sample_id,group,epoch,country,sex,year_from,year_to,date_mid,date_bp,date_uncertainty,lat,lon,haplogroup
I3604,BBC,Copper Age,Germany,M,-2350.0,-2250.0,-2300.0,4250.0,50.0,48.66389846801758,13.073599815368652,HV9
I3607,BBC,Copper Age,Germany,M,-2350.0,-2250.0,-2300.0,4250.0,50.0,48.66389846801758,13.073599815368652,W3a1
I3708,NEGr,Neolithic,Greece,F,-5500.0,-3700.0,-4600.0,6550.0,900.0,36.63999938964844,22.3799991607666,T1a
I3709,NEGr,Neolithic,Greece,F,-3990.0,-3804.0,-3897.0,5847.0,93.0,36.63999938964844,22.3799991607666,K1b1a
I3712,NEUk,Neolithic,Ukraine,M,-5507.0,-5376.0,-5441.5,7391.5,65.5,47.95000076293945,35.38999938964844,U4b1a
I3715,NEUk,Neolithic,Ukraine,M,-5636.0,-5521.0,-5578.5,7528.5,57.5,47.95000076293945,35.38999938964844,U2e1
I3716,NEUk,Neolithic,Ukraine,M,-5469.0,-5328.0,-5398.5,7348.5,70.5,47.95000076293945,35.38999938964844,U5b2a1a
I3717,NEUk,Neolithic,Ukraine,M,-5460.0,-5218.0,-5339.0,7289.0,121.0,48.90999984741211,33.7599983215332,U5a2a
I3718,NEUk,Neolithic,Ukraine,M,-5345.0,-5215.0,-5280.0,7230.0,65.0,48.90999984741211,33.7599983215332,U5a1b
I3719,NEUk,Neolithic,Ukraine,M,-4949.0,-4799.0,-4874.0,6824.0,75.0,48.90999984741211,33.7599983215332,H1
I3756,BAIB,Bronze Age,Spain,M,-2014.0,-1781.0,-1897.5,3847.5,116.5,38.57809829711914,-2.8417000770568848,H1
I3757,IAIB,Iron Age,Spain,F,-400.0,-300.0,-350.0,2300.0,50.0,42.564998626708984,-2.5863499641418457,J1c1
I3758,IAIB,Iron Age,Spain,F,-365.0,-204.0,-284.5,2234.5,80.5,42.564998626708984,-2.5863499641418457,U5b1+16189+@16192
I3759,IAIB,Iron Age,Spain,M,-361.0,-195.0,-278.0,2228.0,83.0,42.564998626708984,-2.5863499641418457,H1
I3775,MAIB,Middle Ages,Spain,M,600.0,700.0,650.0,1300.0,50.0,41.98137664794922,2.309823989868164,H3t
I3776,MAIB,Middle Ages,Spain,F,600.0,700.0,650.0,1300.0,50.0,41.98137664794922,2.309823989868164,U5a1i1
I3777,MAIB,Middle Ages,Spain,F,600.0,700.0,650.0,1300.0,50.0,41.98137664794922,2.309823989868164,V17
I3778,MAIB,Middle Ages,Spain,M,600.0,700.0,650.0,1300.0,50.0,41.98137664794922,2.309823989868164,H4a1
I3807,MAIB,Middle Ages,Spain,M,1500.0,1600.0,1550.0,400.0,50.0,36.95083236694336,-3.547222137451172,U6a
I3808,MAIB,Middle Ages,Spain,F,1500.0,1600.0,1550.0,400.0,50.0,36.95083236694336,-3.547222137451172,H1
I3809,MAIB,Middle Ages,Spain,M,1500.0,1600.0,1550.0,400.0,50.0,36.95083236694336,-3.547222137451172,U6a3b
I3810,MAIB,Middle Ages,Spain,F,1500.0,1600.0,1550.0,400.0,50.0,36.95083236694336,-3.547222137451172,L2e1
I3866,MAIB,Middle Ages,Spain,M,600.0,700.0,650.0,1300.0,50.0,41.98137664794922,2.309823989868164,U5a1b1
I3874,BBC,Copper Age,France,F,-2200.0,-2035.0,-2117.5,4067.5,82.5,44.47600173950195,6.36899995803833,T2b3
I3875,BBC,Copper Age,France,M,-2133.0,-1946.0,-2039.5,3989.5,93.5,44.47600173950195,6.36899995803833,H1e
I3879,NEBA,Neolithic,Bulgaria,M,-5800.0,-5400.0,-5600.0,7550.0,200.0,43.97999954223633,26.399999618530273,H
I3920,NEGr,Neolithic,Greece,F,-3933.0,-3706.0,-3819.5,5769.5,113.5,36.63999938964844,22.3799991607666,H
I3947,NEBA,Neolithic,Croatia,M,-5986.0,-5786.0,-5886.0,7836.0,100.0,43.59000015258789,16.649999618530273,K1b1a
I3948,NEBA,Neolithic,Croatia,M,-6005.0,-5814.0,-5909.5,7859.5,95.5,43.59000015258789,16.649999618530273,N1a1
I3980,CAIB,Classical Age,Spain,F,432.0,601.0,516.5,1433.5,84.5,37.1775016784668,-3.6091666221618657,H1e1c
I3981,CAIB,Classical Age,Spain,M,400.0,600.0,500.0,1450.0,100.0,37.1775016784668,-3.6091666221618657,T2b32
I3982,CAIB,Classical Age,Spain,F,200.0,400.0,300.0,1650.0,100.0,37.1775016784668,-3.6091666221618657,HV0+195
I3983,CAIB,Classical Age,Spain,M,265.0,427.0,346.0,1604.0,81.0,37.1775016784668,-3.6091666221618657,H4a1c2
I3997,BAIB,Bronze Age,Spain,M,-1864.0,-1618.0,-1741.0,3691.0,123.0,39.526798248291016,-0.5097489953041077,K1a2b
I4054,CAIB,Classical Age,Spain,M,200.0,400.0,300.0,1650.0,100.0,37.1775016784668,-3.6091666221618657,H4a1c2
I4055,CAIB,Classical Age,Spain,M,200.0,400.0,300.0,1650.0,100.0,37.1775016784668,-3.6091666221618657,U3a1
I4067,BBC,Copper Age,The Netherlands,F,-1946.0,-1690.0,-1818.0,3768.0,128.0,52.73356246948242,5.096182823181152,R1b1
I4068,BBC,Copper Age,The Netherlands,M,-2131.0,-1951.0,-2041.0,3991.0,90.0,52.73356246948242,5.096182823181152,U5a2a1
I4069,BBC,Copper Age,The Netherlands,M,-2188.0,-1887.0,-2037.5,3987.5,150.5,52.73356246948242,5.096182823181152,U5a1a1
I4070,BANl,Bronze Age,The Netherlands,M,-1880.0,-1657.0,-1768.5,3718.5,111.5,52.73356246948242,5.096182823181152,U5a1b1a
I4071,BANl,Bronze Age,The Netherlands,F,-1883.0,-1664.0,-1773.5,3723.5,109.5,52.73356246948242,5.096182823181152,H6a1a
I4073,BBC,Copper Age,The Netherlands,M,-2195.0,-1905.0,-2050.0,4000.0,145.0,52.73356246948242,5.096182823181152,U5a2b3
I4074,BBC,Copper Age,The Netherlands,M,-2278.0,-1915.0,-2096.5,4046.5,181.5,52.73356246948242,5.096182823181152,H
I4075,BBC,Copper Age,The Netherlands,F,-2118.0,-1937.0,-2027.5,3977.5,90.5,52.73356246948242,5.096182823181152,H5a1
I4076,BBC,Copper Age,The Netherlands,F,-1882.0,-1750.0,-1816.0,3766.0,66.0,52.73356246948242,5.096182823181152,K1d
I4081,HGS,Mesolithic,Romania,M,-7580.0,-7190.0,-7385.0,9335.0,195.0,44.52000045776367,22.719999313354492,H13
I4088,CABA,Copper Age,Romania,F,-4331.0,-4076.0,-4203.5,6153.5,127.5,47.72999954223633,22.440000534057617,K2a
I4089,CABA,Copper Age,Romania,M,-3761.0,-3645.0,-3703.0,5653.0,58.0,47.72999954223633,22.440000534057617,J1c
I4110,NEUk,Neolithic,Ukraine,F,-3634.0,-3377.0,-3505.5,5455.5,128.5,48.90999984741211,33.7599983215332,J2b1
I4111,NEUk,Neolithic,Ukraine,F,-4722.0,-4548.0,-4635.0,6585.0,87.0,48.90999984741211,33.7599983215332,U4d
I4112,NEUk,Neolithic,Ukraine,M,-5500.0,-4800.0,-5150.0,7100.0,350.0,48.90999984741211,33.7599983215332,U5a2a
I4114,NEUk,Neolithic,Ukraine,M,-5473.0,-5329.0,-5401.0,7351.0,72.0,48.90999984741211,33.7599983215332,U5a1
I4132,BBC,Copper Age,Germany,M,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.33000183105469,10.899999618530272,U5a1a1
I4167,NEBA,Neolithic,Croatia,M,-4790.0,-4558.0,-4674.0,6624.0,116.0,45.7599983215332,18.56999969482422,U5b2b
I4168,NEBA,Neolithic,Croatia,F,-4763.0,-4536.0,-4649.5,6599.5,113.5,45.7599983215332,18.56999969482422,N1a1
I4178,BBC,Copper Age,Hungary,M,-2500.0,-2200.0,-2350.0,4300.0,150.0,47.38322448730469,19.020252227783203,J1c1b1a
I4229,BBC,Copper Age,Portugal,M,-2336.0,-2063.0,-2199.5,4149.5,136.5,39.09000015258789,-9.25,U5a2+16362
I4245,BBC,Copper Age,Spain,F,-2460.0,-2291.0,-2375.5,4325.5,84.5,40.42599868774414,-3.5350000858306885,L1b1a
I4246,CAIB,Copper Age,Spain,M,-2473.0,-2030.0,-2251.5,4201.5,221.5,40.43899917602539,-3.500999927520752,M1a1b1
I4247,BBC,Copper Age,Spain,F,-2464.0,-2210.0,-2337.0,4287.0,127.0,40.42599868774414,-3.5350000858306885,T2b3
I4248,BBC,Copper Age,Germany,M,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.84099960327149,12.75,T2b+152
I4249,BBC,Copper Age,Germany,F,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.84099960327149,12.75,H5a1
I4250,BBC,Copper Age,Germany,F,-2433.0,-2149.0,-2291.0,4241.0,142.0,48.84099960327149,12.75,U5a1a2b
I4251,BBC,Copper Age,Poland,M,-2431.0,-2150.0,-2290.5,4240.5,140.5,50.64899826049805,21.6560001373291,H1
I4252,BBC,Copper Age,Poland,M,-2285.0,-2138.0,-2211.5,4161.5,73.5,50.64899826049805,21.6560001373291,U5a1a1
I4253,BBC,Copper Age,Poland,M,-2456.0,-2207.0,-2331.5,4281.5,124.5,50.64899826049805,21.6560001373291,U5a2c
I4303,MLN,Neolithic,France,M,-4778.0,-4586.0,-4682.0,6632.0,96.0,43.457000732421875,5.86299991607666,H3
I4304,MLN,Neolithic,France,M,-4787.0,-4589.0,-4688.0,6638.0,99.0,43.457000732421875,5.86299991607666,T2c1d+152
I4305,MLN,Neolithic,France,F,-4825.0,-4616.0,-4720.5,6670.5,104.5,43.457000732421875,5.86299991607666,T2b3+151
I4308,MLN,Neolithic,France,F,-3501.0,-3112.0,-3306.5,5256.5,194.5,43.34000015258789,5.059999942779541,U3a1
I4331,BABA,Bronze Age,Croatia,M,-1631.0,-1521.0,-1576.0,3526.0,55.0,43.189998626708984,17.34000015258789,I1a1
I4332,BABA,Bronze Age,Croatia,F,-1618.0,-1513.0,-1565.5,3515.5,52.5,43.189998626708984,17.34000015258789,W3a1
I4432,HGE,Mesolithic,Latvia,M,-6075.0,-5920.0,-5997.5,7947.5,77.5,56.279998779296875,25.1299991607666,U5a2c
I4434,HGE,Mesolithic,Latvia,M,-5606.0,-5385.0,-5495.5,7445.5,110.5,56.279998779296875,25.1299991607666,U5a2d
I4435,NEBL,Neolithic,Latvia,F,-4146.0,-3960.0,-4053.0,6003.0,93.0,56.279998779296875,25.1299991607666,U4a1
I4436,HGE,Mesolithic,Latvia,M,-4260.0,-4050.0,-4155.0,6105.0,105.0,56.279998779296875,25.1299991607666,U4a1
I4437,HGE,Mesolithic,Latvia,F,-4329.0,-4067.0,-4198.0,6148.0,131.0,56.279998779296875,25.1299991607666,U5a1d2
I4438,HGE,Mesolithic,Latvia,M,-5462.0,-5220.0,-5341.0,7291.0,121.0,56.279998779296875,25.1299991607666,U4b1a2
I4439,HGE,Mesolithic,Latvia,M,-5763.0,-5633.0,-5698.0,7648.0,65.0,56.279998779296875,25.1299991607666,U5b1d1
I4441,HGE,Mesolithic,Latvia,M,-4837.0,-4713.0,-4775.0,6725.0,62.0,56.279998779296875,25.1299991607666,U5a1c
I4550,HGE,Mesolithic,Latvia,M,-6601.0,-6476.0,-6538.5,8488.5,62.5,56.279998779296875,25.1299991607666,U5b2a1a
I4551,HGE,Mesolithic,Latvia,M,-5775.0,-5666.0,-5720.5,7670.5,54.5,56.279998779296875,25.1299991607666,U5a2c3
I4552,HGE,Mesolithic,Latvia,F,-5479.0,-5374.0,-5426.5,7376.5,52.5,56.279998779296875,25.1299991607666,U5a1d
I4553,HGE,Mesolithic,Latvia,M,-5482.0,-5375.0,-5428.5,7378.5,53.5,56.279998779296875,25.1299991607666,U5a1c
I4556,IAIB,Iron Age,Spain,F,-700.0,-500.0,-600.0,2550.0,100.0,41.37285614013672,1.7715339660644531,K1a12a
I4558,BAIB,Bronze Age,Spain,F,-1700.0,-1500.0,-1600.0,3550.0,100.0,41.29159927368164,1.0637999773025513,K1a3a
I4559,BAIB,Bronze Age,Spain,M,-1700.0,-1500.0,-1600.0,3550.0,100.0,41.29159927368164,1.0637999773025513,J1c1
I4560,BAIB,Bronze Age,Spain,F,-1700.0,-1500.0,-1600.0,3550.0,100.0,41.29159927368164,1.0637999773025513,K1a3a
I4561,BAIB,Bronze Age,Spain,F,-1700.0,-1500.0,-1600.0,3550.0,100.0,41.29159927368164,1.0637999773025513,H84
I4562,BAIB,Bronze Age,Spain,F,-1738.0,-1623.0,-1680.5,3630.5,57.5,41.29159927368164,1.0637999773025513,H1
I4563,BAIB,Bronze Age,Spain,M,-1700.0,-1500.0,-1600.0,3550.0,100.0,41.29159927368164,1.0637999773025513,H84
I4565,CAIB,Copper Age,Spain,M,-3020.0,-2909.0,-2964.5,4914.5,55.5,41.29159927368164,1.0637999773025513,H5
I4582,HGS,Mesolithic,Romania,F,-7021.0,-6473.0,-6747.0,8697.0,274.0,44.52000045776367,22.719999313354492,K1
I4595,HGE,Mesolithic,Latvia,F,-5728.0,-5646.0,-5687.0,7637.0,41.0,56.279998779296875,25.1299991607666,U2e1
I4596,HGE,Mesolithic,Latvia,M,-6061.0,-5990.0,-6025.5,7975.5,35.5,56.279998779296875,25.1299991607666,U5a2d
I4627,NEBL,Neolithic,Latvia,M,-4251.0,-3976.0,-4113.5,6063.5,137.5,56.279998779296875,25.1299991607666,U4a1
I4628,NEBL,Neolithic,Latvia,M,-5302.0,-4852.0,-5077.0,7027.0,225.0,56.279998779296875,25.1299991607666,U5a2d
I4630,HGE,Mesolithic,Latvia,M,-7465.0,-7078.0,-7271.5,9221.5,193.5,56.279998779296875,25.1299991607666,U5a2c
I4655,HGS,Mesolithic,Romania,M,-7060.0,-6570.0,-6815.0,8765.0,245.0,44.630001068115234,22.61000061035156,K1
I4870,HGS,Mesolithic,Serbia,M,-7045.0,-6535.0,-6790.0,8740.0,255.0,44.529998779296875,22.049999237060547,K1c
I4871,HGS,Mesolithic,Serbia,F,-7100.0,-5900.0,-6500.0,8450.0,600.0,44.529998779296875,22.049999237060547,U5b2a1a
I4872,HGS,Mesolithic,Serbia,F,-7100.0,-5900.0,-6500.0,8450.0,600.0,44.529998779296875,22.049999237060547,U5a1c
I4873,HGS,Mesolithic,Serbia,F,-6006.0,-5838.0,-5922.0,7872.0,84.0,44.529998779296875,22.049999237060547,U5a2a
I4874,HGS,Mesolithic,Serbia,F,-6636.0,-6476.0,-6556.0,8506.0,80.0,44.529998779296875,22.049999237060547,U5b2a1a
I4875,HGS,Mesolithic,Serbia,F,-6615.0,-6400.0,-6507.5,8457.5,107.5,44.529998779296875,22.049999237060547,U5b1d1a
I4876,HGS,Mesolithic,Serbia,F,-6635.0,-6375.0,-6505.0,8455.0,130.0,44.529998779296875,22.049999237060547,U5a2d
I4877,HGS,Mesolithic,Serbia,F,-6645.0,-6465.0,-6555.0,8505.0,90.0,44.529998779296875,22.049999237060547,U5b1d1
I4878,HGS,Mesolithic,Serbia,M,-5995.0,-5710.0,-5852.5,7802.5,142.5,44.529998779296875,22.049999237060547,U4a
I4880,HGS,Mesolithic,Serbia,M,-6000.0,-5725.0,-5862.5,7812.5,137.5,44.529998779296875,22.049999237060547,U4b1b1
I4881,HGS,Mesolithic,Serbia,M,-6570.0,-6255.0,-6412.5,8362.5,157.5,44.529998779296875,22.049999237060547,U4b1b1
I4882,HGS,Mesolithic,Serbia,M,-6200.0,-5900.0,-6050.0,8000.0,150.0,44.529998779296875,22.049999237060547,U4b1b1
I4884,EBACz,Bronze Age,Czech Republic,M,-1882.0,-1745.0,-1813.5,3763.5,68.5,50.12174606323242,14.456951141357422,H4a1a1a
I4885,BBC,Copper Age,Czech Republic,M,-2289.0,-2143.0,-2216.0,4166.0,73.0,50.12174606323242,14.456951141357422,U5a1i
I4886,BBC,Copper Age,Czech Republic,M,-2205.0,-2042.0,-2123.5,4073.5,81.5,50.12174606323242,14.456951141357422,H6a
I4887,BBC,Copper Age,Czech Republic,M,-2201.0,-2039.0,-2120.0,4070.0,81.0,50.12174606323242,14.456951141357422,K1a2c
I4888,BBC,Copper Age,Czech Republic,M,-2190.0,-2029.0,-2109.5,4059.5,80.5,50.12174606323242,14.456951141357422,K1a2c
I4889,BBC,Copper Age,Czech Republic,M,-2281.0,-2062.0,-2171.5,4121.5,109.5,50.12174606323242,14.456951141357422,U4a2
I4890,BBC,Copper Age,Czech Republic,M,-2500.0,-2000.0,-2250.0,4200.0,250.0,50.12174606323242,14.456951141357422,H
I4891,BBC,Copper Age,Czech Republic,M,-2281.0,-2062.0,-2171.5,4121.5,109.5,50.12174606323242,14.456951141357422,J2a1a2
I4892,EBACz,Bronze Age,Czech Republic,F,-1881.0,-1701.0,-1791.0,3741.0,90.0,50.12174606323242,14.456951141357422,T1a1
I4893,NECz,Neolithic,Czech Republic,M,-4449.0,-4348.0,-4398.5,6348.5,50.5,50.12174606323242,14.456951141357422,U5b1b1
I4894,NECz,Neolithic,Czech Republic,F,-4488.0,-4368.0,-4428.0,6378.0,60.0,50.12174606323242,14.456951141357422,U8b1b1
I4895,BBC,Copper Age,Czech Republic,M,-2273.0,-2047.0,-2160.0,4110.0,113.0,50.0504150390625,14.366726875305176,H1+16189
I4896,BBC,Copper Age,Czech Republic,F,-2288.0,-2142.0,-2215.0,4165.0,73.0,50.0504150390625,14.366726875305176,U5a2+16294
I4914,HGS,Mesolithic,Serbia,M,-6355.0,-5990.0,-6172.5,8122.5,182.5,44.63999938964844,22.299999237060547,U5a1c1
I4915,HGS,Mesolithic,Serbia,M,-6340.0,-5990.0,-6165.0,8115.0,175.0,44.63999938964844,22.299999237060547,U5b2b
I4916,HGS,Mesolithic,Serbia,M,-7035.0,-6590.0,-6812.5,8762.5,222.5,44.63999938964844,22.299999237060547,U5b2b
I4917,HGS,Mesolithic,Serbia,F,-6220.0,-5995.0,-6107.5,8057.5,112.5,44.63999938964844,22.299999237060547,U5a1c
I4918,NEBA,Neolithic,Serbia,F,-6000.0,-5300.0,-5650.0,7600.0,350.0,44.4900016784668,21.079999923706055,K1a4a1
I4930,BBC,Copper Age,Italy,F,-2500.0,-1900.0,-2200.0,4150.0,300.0,37.73497009277344,12.961899757385254,H1e
I4933,BBC,Copper Age,Italy,U,-2500.0,-1900.0,-2200.0,4150.0,300.0,37.73497009277344,12.961899757385254,R0a
I4936,BBC,Copper Age,Italy,F,-2500.0,-1900.0,-2200.0,4150.0,300.0,37.73497009277344,12.961899757385254,K1a
I4945,BBC,Copper Age,Czech Republic,F,-2291.0,-2144.0,-2217.5,4167.5,73.5,50.12174606323242,14.456951141357422,H4a1c
I4946,BBC,Copper Age,Czech Republic,F,-2296.0,-2146.0,-2221.0,4171.0,75.0,50.0504150390625,14.366726875305176,I4a
I4947,BBC,Copper Age,Czech Republic,M,-2500.0,-2000.0,-2250.0,4200.0,250.0,50.0504150390625,14.366726875305176,H17a
I4949,NEBI,Neolithic,Great Britain,M,-3629.0,-3376.0,-3502.5,5452.5,126.5,51.444969177246094,-1.8526060581207275,T2b
I4950,BBC,Bronze Age,Great Britain,M,-2500.0,-1800.0,-2150.0,4100.0,350.0,51.28987503051758,-1.807234048843384,U5a2d1
I4951,BBC,Bronze Age,Great Britain,M,-2500.0,-1800.0,-2150.0,4100.0,350.0,51.2400016784668,-1.7599999904632568,K1b1a1
I5014,BBC,Copper Age,Germany,F,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.71099853515625,11.45300006866455,V
I5015,BBC,Copper Age,Hungary,F,-2466.0,-2210.0,-2338.0,4288.0,128.0,47.599159240722656,19.0545597076416,H1aj
I5017,BBC,Copper Age,Germany,F,-2460.0,-2206.0,-2333.0,4283.0,127.0,48.33000183105469,10.899999618530272,H46
I5019,BBC,Copper Age,Germany,F,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.66389846801758,13.073599815368652,K1b1a1
I5020,BBC,Copper Age,Germany,F,-2457.0,-2205.0,-2331.0,4281.0,126.0,48.66299819946289,12.70699977874756,H2a1e
I5021,BBC,Copper Age,Germany,M,-2571.0,-2341.0,-2456.0,4406.0,115.0,48.69100189208984,13.015999794006348,K1c1
I5022,BBC,Copper Age,Germany,M,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.69100189208984,13.015999794006348,HV+16311
I5023,BBC,Copper Age,Germany,F,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.69100189208984,13.015999794006348,U2e1a1
I5024,BBC,Copper Age,Czech Republic,M,-2278.0,-2032.0,-2155.0,4105.0,123.0,50.11800003051758,14.258000373840332,H3
I5025,BBC,Copper Age,Czech Republic,F,-2500.0,-1900.0,-2200.0,4150.0,300.0,50.11800003051758,14.258000373840332,U5b2c
I5035,EBACz,Bronze Age,Czech Republic,F,-2300.0,-1900.0,-2100.0,4050.0,200.0,50.16666793823242,14.31666660308838,T2b
I5037,EBACz,Bronze Age,Czech Republic,M,-2300.0,-1900.0,-2100.0,4050.0,200.0,48.801944732666016,17.023332595825195,K1a+150
I5042,EBACz,Bronze Age,Czech Republic,M,-2300.0,-1900.0,-2100.0,4050.0,200.0,48.801944732666016,17.023332595825195,I4a
I5043,EBACz,Bronze Age,Czech Republic,M,-2300.0,-1900.0,-2100.0,4050.0,200.0,48.801944732666016,17.023332595825195,U4c1a
I5044,EBACz,Bronze Age,Czech Republic,F,-2300.0,-1900.0,-2100.0,4050.0,200.0,48.801944732666016,17.023332595825195,K1b1a
I5069,LBK,Neolithic,Austria,F,-5500.0,-4775.0,-5137.5,7087.5,362.5,48.66999816894531,16.579999923706055,N1a1
I5070,LBK,Neolithic,Austria,M,-5500.0,-4775.0,-5137.5,7087.5,362.5,48.58000183105469,16.469999313354492,K1a1a
I5071,NEBA,Neolithic,Croatia,F,-5670.0,-5571.0,-5620.5,7570.5,49.5,44.81999969482422,13.640000343322754,H5a
I5072,NEBA,Neolithic,Croatia,M,-5641.0,-5560.0,-5600.5,7550.5,40.5,44.81999969482422,13.640000343322754,H7c
I5076,CAIB,Copper Age,Portugal,F,-3335.0,-3026.0,-3180.5,5130.5,154.5,37.196773529052734,-8.588545799255371,H1
I5077,NEBA,Neolithic,Croatia,M,-5207.0,-4945.0,-5076.0,7026.0,131.0,45.31999969482422,18.38999938964844,U5a1a2
I5078,NEBA,Neolithic,Croatia,M,-4692.0,-4546.0,-4619.0,6569.0,73.0,45.31999969482422,18.38999938964844,H10
I5079,CABA,Copper Age,Croatia,F,-3710.0,-3360.0,-3535.0,5485.0,175.0,45.439998626708984,17.559999465942383,J1c2
I5116,CAHu,Copper Age,Hungary,F,-3400.0,-3000.0,-3200.0,5150.0,200.0,47.80989074707031,20.88926696777344,W
I5117,CAHu,Copper Age,Hungary,M,-3400.0,-3000.0,-3200.0,5150.0,200.0,47.80989074707031,20.88926696777344,K1a2
I5118,CAHu,Copper Age,Hungary,M,-3400.0,-3000.0,-3200.0,5150.0,200.0,47.80989074707031,20.88926696777344,H+16129
I5119,CAHu,Copper Age,Hungary,F,-3400.0,-3000.0,-3200.0,5150.0,200.0,47.80989074707031,20.88926696777344,J1c2
I5204,LBK,Neolithic,Austria,M,-5500.0,-4500.0,-5000.0,6950.0,500.0,48.58000183105469,16.469999313354492,J1c2
I5205,LBK,Neolithic,Austria,F,-5500.0,-4500.0,-5000.0,6950.0,500.0,48.58000183105469,16.469999313354492,H
I5206,LBK,Neolithic,Austria,F,-5500.0,-4500.0,-5000.0,6950.0,500.0,48.58000183105469,16.469999313354492,T2b
I5207,LBK,Neolithic,Austria,M,-5500.0,-4500.0,-5000.0,6950.0,500.0,48.58000183105469,16.469999313354492,H67
I5208,LBK,Neolithic,Austria,F,-5500.0,-4500.0,-5000.0,6950.0,500.0,48.58000183105469,16.469999313354492,K1b1a
I5232,HGS,Mesolithic,Serbia,M,-6061.0,-5841.0,-5951.0,7901.0,110.0,44.599998474121094,22.010000228881836,K1a
I5233,HGS,Mesolithic,Serbia,F,-6224.0,-5878.0,-6051.0,8001.0,173.0,44.599998474121094,22.010000228881836,U5b1d1
I5234,HGS,Mesolithic,Serbia,F,-9500.0,-6200.0,-7850.0,9800.0,1650.0,44.599998474121094,22.010000228881836,U4a
I5235,HGS,Mesolithic,Serbia,M,-9221.0,-8548.0,-8884.5,10834.5,336.5,44.599998474121094,22.010000228881836,U5b2c
I5236,HGS,Mesolithic,Serbia,M,-8290.0,-7825.0,-8057.5,10007.5,232.5,44.599998474121094,22.010000228881836,U5a2d
I5237,HGS,Mesolithic,Serbia,M,-9500.0,-6200.0,-7850.0,9800.0,1650.0,44.599998474121094,22.010000228881836,U5a2a
I5238,HGS,Mesolithic,Serbia,F,-8265.0,-7820.0,-8042.5,9992.5,222.5,44.599998474121094,22.010000228881836,K1c
I5239,HGS,Mesolithic,Serbia,F,-8535.0,-8230.0,-8382.5,10332.5,152.5,44.599998474121094,22.010000228881836,U5a2d
I5240,HGS,Mesolithic,Serbia,M,-9140.0,-8570.0,-8855.0,10805.0,285.0,44.599998474121094,22.010000228881836,U5a1c
I5242,HGS,Mesolithic,Serbia,F,-8805.0,-8355.0,-8580.0,10530.0,225.0,44.599998474121094,22.010000228881836,U5a1
I5244,HGS,Mesolithic,Serbia,F,-9115.0,-8555.0,-8835.0,10785.0,280.0,44.599998474121094,22.010000228881836,K1f
I5358,NEBI,Neolithic,Great Britain,F,-3080.0,-2904.0,-2992.0,4942.0,88.0,53.0587043762207,-3.2450859546661377,K1a1
I5359,NEBI,Neolithic,Great Britain,M,-3800.0,-3600.0,-3700.0,5650.0,100.0,51.451446533203125,-3.307873010635376,H5
I5364,BABI,Bronze Age,Great Britain,F,-1600.0,-800.0,-1200.0,3150.0,400.0,51.537628173828125,-4.211801052093506,H5c
I5366,NEBI,Neolithic,Great Britain,F,-3643.0,-3383.0,-3513.0,5463.0,130.0,50.8602180480957,-0.3832840025424957,X2b+226
I5367,BBC,Bronze Age,Great Britain,F,-2467.0,-2232.0,-2349.5,4299.5,117.5,56.680946350097656,-6.459819793701172,V10
I5370,NEBI,Neolithic,Great Britain,F,-4000.0,-3300.0,-3650.0,5600.0,350.0,56.41456604003906,-5.469178199768066,K1a+195
I5371,NEBI,Neolithic,Great Britain,F,-4000.0,-3300.0,-3650.0,5600.0,350.0,56.41456604003906,-5.469178199768066,H4a1a2a
I5373,BABI,Bronze Age,Great Britain,M,-2194.0,-1980.0,-2087.0,4037.0,107.0,53.079803466796875,-1.6409419775009155,X2b+226
I5374,NEBI,Neolithic,Great Britain,M,-2830.0,-2460.0,-2645.0,4595.0,185.0,51.27899932861328,-2.743324041366577,H1c
I5376,BBC,Bronze Age,Great Britain,F,-2454.0,-2141.0,-2297.5,4247.5,156.5,51.47417449951172,-0.3098979890346527,H6a1b
I5377,BABI,Bronze Age,Great Britain,M,-1894.0,-1694.0,-1794.0,3744.0,100.0,51.471195220947266,-0.2664079964160919,T2b
I5379,BBC,Bronze Age,Great Britain,M,-2469.0,-2296.0,-2382.5,4332.5,86.5,50.91920471191406,-2.0154409408569336,HV0+195
I5382,BBC,Bronze Age,Great Britain,M,-2278.0,-1981.0,-2129.5,4079.5,148.5,54.52281188964844,-1.3081339597702026,T2b
I5383,BABI,Bronze Age,Great Britain,F,-1090.0,-900.0,-995.0,2945.0,95.0,54.15510559082031,-2.4720489978790283,J1c5f
I5385,BBC,Bronze Age,Great Britain,F,-2455.0,-2147.0,-2301.0,4251.0,154.0,58.36476135253906,-3.403507947921753,H5
I5401,HGS,Mesolithic,Serbia,M,-7076.0,-6699.0,-6887.5,8837.5,188.5,44.63999938964844,22.299999237060547,U5a1
I5402,HGS,Mesolithic,Serbia,M,-6361.0,-6050.0,-6205.5,8155.5,155.5,44.63999938964844,22.299999237060547,U5a1c1
I5405,HGS,Mesolithic,Serbia,F,-5836.0,-5632.0,-5734.0,7684.0,102.0,44.54999923706055,22.030000686645508,HV
